,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,OtherBanksAccounts,ShoppingOnlinePerMonth,AverageInterestRateOnCreditLine,NumberOfTransactionsForGamblingCompanies,NumberOfComplaintsOnSocialMediaOnBanks,NumberOfPagesWithLikesOnFacebook,NumberOfAccessedAddsOnFacebook
292,0,0.219382879,56,1,942,NA,9,0,1,0,1,4,87,8,95,78,73,350
293,0,0.679813777,83,0,0.689589756,4216,6,0,2,0,0,4,84,5,40,89,70,907
294,0,2340,45,0,0.339332853,8333,7,0,2,0,2,8,64,1,29,65,99,331
295,0,0.371875401,29,0,0.53628857,2300,9,0,1,0,3,3,0,9,12,58,32,944
296,0,0.025856408,67,0,0.083799311,13054,13,0,1,0,0,1,47,18,38,95,81,474
297,0,0.547887778,29,1,0.24651504,2725,5,0,0,1,0,3,82,4,89,55,8,856
298,0,0.271668778,46,1,0.282830201,15800,14,0,2,0,4,1,29,16,96,78,34,182
299,0,0.085152475,25,0,1005,0,5,0,0,0,0,0,71,4,92,71,24,950
300,0,0.897203427,68,0,0.787803049,4000,8,0,2,0,0,1,20,16,0,14,23,419
301,0,0.25889775,33,0,0.537441339,4900,3,0,1,0,1,9,39,19,51,39,25,906
302,0,0,55,1,0.03988553,5590,8,0,0,0,0,6,35,3,55,10,64,157
303,0,0.035940506,46,0,0.271186441,6666,10,0,1,0,3,7,95,12,76,15,1,585
304,0,0.9999999,66,0,0.046633911,11600,2,0,0,0,1,9,15,8,58,69,34,213
305,0,0.465238835,66,0,0.391427671,3172,8,1,1,0,0,2,89,7,58,15,62,28
306,0,0.865423051,48,0,0.075848303,500,1,0,0,0,0,8,27,9,3,4,91,865
307,0,0.696411671,52,0,0.408871921,11000,11,0,1,0,4,2,82,3,39,64,77,696
308,0,0.544497658,32,1,0.166766647,6667,5,1,0,0,0,7,16,2,70,89,63,664
309,0,0.081238383,51,0,0.066830086,7750,14,0,0,0,2,7,34,18,15,36,20,383
310,0,0.948762809,27,0,0.144948404,4166,5,0,0,0,0,3,23,17,25,30,92,403
311,0,0,32,2,0.463610776,7460,10,0,1,1,0,2,49,16,48,27,38,521
312,0,0.016598893,30,0,0.136575616,1500,5,0,0,0,0,9,77,2,35,93,75,83
313,0,0.063329564,37,0,0.329935275,6179,6,0,1,0,3,7,34,19,93,46,59,136
314,0,0.093638481,49,0,0.042836573,8333,10,0,0,0,1,5,95,17,32,7,27,792
315,0,0,37,0,0.184027338,7900,5,0,1,0,5,6,61,12,33,51,75,555
316,0,0.730271957,36,1,0.632794037,5500,10,0,2,0,0,3,82,1,33,21,23,212
317,0,0.426371142,62,1,0.406053995,3666,15,0,1,0,0,8,52,7,94,55,11,613
318,0,0.948978489,57,0,0.043744532,8000,3,0,0,0,1,4,28,1,16,92,32,330
319,0,0,59,0,0,4200,7,0,0,0,1,7,32,11,39,28,6,982
320,0,1.00264667,38,2,0.472542946,3550,8,1,0,1,4,8,78,12,79,72,69,812
321,0,0.0164781,92,0,10,NA,3,0,0,0,0,0,32,11,84,46,16,616
322,0,0.042606843,58,0,3976,NA,13,0,3,0,0,3,63,11,70,56,26,922
323,0,0.022890604,37,0,0.288477299,6100,16,0,1,0,0,7,54,18,90,93,14,194
324,0,0.283821988,63,0,0.750200803,1244,9,0,0,0,0,8,48,16,78,76,39,278
325,0,0.319779462,32,0,1.247340213,12500,12,0,8,0,0,8,69,18,56,21,70,789
326,0,0.155240525,52,0,0.483518065,6946,15,0,2,0,1,5,30,1,8,84,99,241
327,0,0.013115183,43,0,4211,0,21,0,2,0,2,0,55,1,41,24,66,237
328,0,0.067259209,29,1,0.168340507,2090,3,0,0,0,0,7,17,9,61,76,69,743
329,0,0.284236153,45,1,0.318890815,7500,9,0,1,0,2,9,62,7,51,82,84,612
330,0,0.727560021,38,0,0.712458746,2423,6,0,1,0,1,6,33,11,2,54,6,824
331,0,0.687779097,62,0,0.249471161,7090,15,0,0,0,0,9,74,18,72,10,13,54
332,0,0.9999999,29,0,0,NA,0,0,0,0,0,0,63,7,60,80,25,642
333,0,0.033708851,41,0,0.408706353,6500,9,0,1,0,2,3,36,18,56,24,72,713
334,0,0,29,0,0.193935355,3000,7,0,0,0,0,1,74,0,76,24,95,352
335,1,0.03719769,47,0,0.03975841,25000,11,0,1,0,3,4,69,6,81,6,10,105
336,0,0,55,1,0.388320836,4400,4,0,2,0,1,3,13,4,88,1,83,479
337,0,0.053589282,87,0,0.001534331,5213,4,0,0,0,0,2,99,2,17,45,92,462
338,0,0.100773109,41,0,0.199761673,9230,7,0,1,0,0,2,94,8,44,85,0,683
339,0,0,61,0,1.394967177,913,11,0,2,0,0,9,61,2,91,55,25,100
340,0,0.399946674,28,0,0.189702574,4000,6,0,0,0,1,3,93,9,19,84,35,553
341,0,0.052653171,43,0,0.572292191,1984,9,0,0,0,4,9,38,19,29,61,42,508
342,0,0.072318616,71,0,0.426412462,4300,8,0,2,0,1,0,80,17,79,23,67,496
343,0,0.203959597,46,0,0.072914726,16100,6,0,1,0,2,7,1,8,95,39,3,3
344,0,0.9999999,30,0,0.090341011,5600,1,0,0,0,0,3,86,19,14,40,65,275
345,1,0.880370887,43,0,0.461323764,7523,6,0,1,0,1,9,21,0,10,58,40,672
346,0,0.429246267,59,0,0.381254316,15928,17,0,1,0,1,1,25,1,48,7,92,583
347,0,0,47,0,773,NA,2,0,1,0,1,7,90,17,46,19,86,944
348,0,0.049529205,61,0,542,NA,15,0,0,0,0,1,25,13,4,98,27,875
349,0,0.360907571,72,0,0.356679286,3697,6,0,1,0,0,1,22,9,25,62,32,519
350,0,0.335737457,50,0,0.45722203,5773,9,0,1,0,1,8,76,17,12,84,99,535
351,1,0.635720859,68,1,0.218071277,25000,27,0,3,0,0,0,10,18,28,48,27,412
352,0,0,58,0,8380,NA,20,0,5,0,0,3,44,9,89,94,65,387
353,0,0.507972665,69,2,0.193935355,3000,10,2,0,2,0,3,24,10,73,43,24,688
354,0,0.245841666,71,0,151,NA,5,0,0,0,0,1,29,9,17,51,82,140
355,1,0.953343701,48,2,2073,NA,5,1,2,2,0,9,31,16,86,18,80,689
356,0,0.9999999,37,0,0.184625639,4500,2,0,0,0,1,9,15,16,1,47,71,790
357,0,0.118853837,50,0,2720,NA,7,0,1,0,2,4,37,18,15,49,80,704
358,0,0.630073985,38,0,0.563328034,1886,3,0,1,0,0,6,70,7,46,82,14,195
359,0,0.9999999,35,0,3388,NA,1,0,1,0,0,6,73,17,99,35,79,436
360,0,0.028423247,59,0,0.033982276,14330,12,0,1,0,0,8,98,16,49,92,89,526
361,0,0.143427862,67,0,0.119463561,5666,9,0,0,0,0,4,66,17,33,66,32,563
362,0,0.186682782,30,0,0.698120752,2500,7,0,2,0,2,9,45,19,87,87,81,41
363,0,0.496388581,56,0,0.170164956,19580,12,0,1,0,1,6,9,19,90,50,17,562
364,0,0.457526639,51,0,0.333583302,8000,16,0,2,0,2,7,67,10,65,0,95,554
365,0,0.728218119,40,1,3878,NA,10,0,2,0,0,0,57,9,46,76,73,44
366,0,0.947264856,28,0,0.467171717,1187,4,0,0,0,0,3,16,10,38,91,93,410
367,0,0.013916922,54,0,0.017655818,4700,7,0,0,0,2,9,49,12,53,28,48,41
368,0,0.066347297,46,1,4480,NA,6,0,2,0,0,0,31,2,50,85,44,561
369,0,0.502958087,57,0,6381,NA,5,0,2,0,0,6,18,12,27,52,60,58
370,0,1.047495906,35,2,0.314566116,3871,8,0,2,1,3,3,67,17,95,13,17,436
371,0,0.012586354,79,0,0.009596162,2500,11,0,0,0,0,2,36,3,19,39,33,71
372,0,0.543445655,46,0,0.267146571,5000,6,0,2,0,3,7,74,17,77,77,47,541
373,0,0.026580302,79,0,1063,NA,7,0,1,0,0,8,32,7,88,10,99,95
374,0,0.082317351,64,0,0.214426305,8636,29,0,1,0,1,0,22,10,87,8,90,666
375,0,0.292541492,74,0,0.164917541,2000,3,0,0,0,0,6,29,12,83,95,16,987
376,0,0.024240472,64,0,0.101514142,10500,20,0,1,0,0,8,15,1,86,88,51,815
377,0,0.047650102,63,0,0.387956894,9000,6,0,2,0,0,1,51,17,5,47,46,203
378,1,0.739146488,63,1,0.285156885,6150,12,0,0,0,1,3,48,1,31,31,49,316
379,0,0.186890655,54,0,0.655589124,3640,7,0,1,0,1,0,91,13,90,16,66,662
380,0,0.007501937,63,0,0.278226307,8050,13,0,2,0,3,2,50,14,76,32,48,433
381,0,0.522314625,45,0,0.290229092,14491,13,0,1,0,3,2,37,3,7,87,45,787
382,0,0.9999999,22,0,130,NA,0,0,0,0,NA,6,46,19,90,64,77,76
383,0,0.571604587,66,0,870,NA,12,0,0,0,NA,2,52,13,74,49,55,121
384,0,0.903231566,57,0,0.13080895,5228,10,0,0,0,0,5,57,9,91,11,52,129
385,0,0.017043518,43,0,0.10821382,2300,6,0,0,0,1,7,21,0,10,72,51,1
386,0,0.060733396,61,0,0.008549573,20000,8,0,0,0,0,3,88,1,62,48,23,524
387,0,0.000582648,54,0,2028,NA,13,0,1,0,1,8,25,10,88,2,81,250
388,0,0.003894686,90,0,876,NA,11,0,1,0,0,7,79,8,71,10,79,866
389,0,0.250008365,60,0,2.086478612,7550,26,0,0,0,0,0,15,12,89,8,58,582
390,0,0.466334165,34,2,0.007495315,3201,3,0,0,0,0,2,17,7,95,15,76,339
391,0,0.114588541,38,0,34,NA,2,0,0,0,0,7,92,12,62,80,30,310
392,0,0.9999999,60,0,0,4200,0,0,0,0,0,2,97,7,52,16,9,932
393,0,0.267905614,76,0,0.285452994,8200,12,0,0,0,0,7,59,3,3,75,87,142
394,0,0.029694361,76,0,0.070513488,9600,7,0,0,0,2,1,35,0,14,16,75,896
395,0,0.305246317,39,0,0.188281635,10154,6,0,1,0,2,5,5,0,10,91,45,537
396,0,0.000685675,83,0,0,NA,4,0,0,0,0,7,52,16,46,31,60,247
397,0,0.702493864,63,0,0.582162622,4697,8,0,2,0,1,9,40,11,81,70,88,61
398,0,0.742436041,52,0,0.414081023,9700,10,0,2,0,0,9,36,19,81,28,80,115
399,1,0.802417179,58,1,668,NA,5,1,0,0,0,6,40,12,67,30,83,421
400,0,0.9999999,42,1,0.113421853,6250,3,3,0,1,2,7,68,5,46,56,49,228
401,0,0.134191514,63,0,926.5,1,9,0,1,0,0,9,63,9,10,90,53,213
402,0,0.002556199,58,0,0.115826132,7752,17,0,0,0,2,0,38,19,31,68,70,323
403,0,0.088845558,62,0,0.073772011,5394,5,0,0,0,0,0,36,6,98,7,68,587
404,0,0.203947961,46,1,1.206516118,5800,12,1,4,0,2,5,65,13,25,11,71,38
405,0,0.006666097,27,0,0.000268637,7444,5,0,0,0,0,1,89,14,71,4,61,810
406,0,0.014049649,27,0,0.352214765,3724,4,0,1,0,1,8,20,0,11,45,22,301
407,0,0.9999999,35,1,0.092985318,3064,1,0,0,0,3,9,23,8,17,81,14,619
408,0,0.368866624,55,0,0.437996083,9700,18,0,2,0,0,6,10,5,28,38,67,570
409,0,0.054553316,73,0,0.043259135,16666,13,0,0,0,0,4,61,6,76,45,75,772
410,0,0.179487766,51,0,0.492529978,10173,19,0,4,0,0,2,23,14,82,39,73,363
411,0,0.026885902,36,0,0.344879921,11200,6,0,2,0,2,4,54,4,7,39,31,924
412,0,0.265705207,56,0,0.259102536,31666,8,0,3,0,1,1,83,8,21,35,73,166
413,0,0,59,0,2113,NA,13,0,2,0,NA,7,16,4,40,30,49,178
414,0,0.011847989,49,0,1599,NA,12,0,1,0,0,7,25,18,81,13,71,21
415,0,0.07083751,64,0,0.255290785,6000,6,0,0,0,1,5,83,12,44,39,14,471
416,0,0.030996074,56,0,0.131430952,4800,11,0,1,0,0,0,3,14,71,92,1,944
417,0,0.144914011,37,0,0.045366363,6700,5,0,0,0,0,0,43,7,2,2,81,436
418,0,0.353017659,48,0,1.299736021,4166,17,0,1,0,1,5,59,13,82,16,92,602
419,0,0.020074662,36,0,0.334245422,4750,5,0,1,0,0,6,31,12,83,32,78,829
420,0,0.032769199,70,0,724,NA,11,0,1,0,0,1,27,10,77,63,80,136
421,1,0.733885463,49,2,0.369223765,8785,20,0,2,0,2,5,50,18,67,92,40,164
422,0,0.063514422,57,0,2221.5,1,12,0,2,0,0,9,97,14,50,56,33,701
423,0,0.03157211,39,0,0.644706486,3900,14,0,1,0,1,3,20,6,89,68,90,879
424,1,0.991502124,61,10,1.2979007,3000,11,2,3,5,1,6,60,1,47,89,68,741
425,0,0.397702982,38,0,0.41627543,5750,6,0,1,0,2,1,46,5,63,6,55,440
426,0,0.971352432,24,0,0.035803497,1200,3,0,0,0,0,5,15,7,93,72,81,930
427,0,0.9999999,33,0,1786,NA,3,0,1,0,0,3,96,3,82,12,33,303
428,0,0,73,0,0.386728192,4550,18,0,0,0,0,0,35,17,62,42,99,537
429,0,0.9999999,79,0,0.130140954,5178,6,0,1,0,0,2,39,18,39,26,28,473
430,0,0.003851709,81,0,0.000822143,3648,1,0,0,0,1,6,60,19,40,64,9,856
431,0,0.010887967,55,0,0.725137431,2000,7,0,2,0,0,2,49,8,23,10,95,596
432,0,0.686083014,57,0,0.16069592,11667,6,1,1,0,2,4,97,4,34,77,3,597
433,0,0.212464485,58,0,0.518991188,3290,10,0,1,0,1,2,58,7,30,52,64,345
434,0,0.006956358,52,0,0.003278689,2439,4,0,0,0,0,5,23,0,89,34,58,738
435,0,0.073251754,51,0,0.446688128,10250,9,0,1,0,2,9,79,19,33,66,7,809
436,0,0.431904058,63,0,0.41905226,8208,22,1,2,0,0,4,1,12,35,48,10,12
437,0,0.006999563,97,0,3,NA,2,0,0,0,NA,3,37,8,52,26,88,717
438,0,0.014310431,56,0,13,NA,2,0,0,0,0,7,19,8,74,33,96,90
439,0,0.026944485,41,0,0.686736475,4583,8,0,3,0,0,7,20,0,85,90,30,412
440,0,0.297094601,43,1,0.603763294,3666,9,0,1,0,2,5,94,10,73,93,88,721
441,0,0.316064767,56,0,1348,NA,3,0,1,0,0,8,4,12,72,88,1,348
442,0,0,59,0,862,NA,2,0,1,0,0,2,66,16,53,59,7,878
443,0,0.922670104,40,0,0.207789429,9345,7,0,0,0,0,9,28,5,60,75,60,490
444,0,0.051077957,74,0,0.306409131,3416,9,0,1,0,0,1,38,4,37,74,82,781
445,0,0.319190816,49,0,0.358153388,9400,18,0,2,0,0,4,72,13,33,90,60,665
446,0,0.008737352,68,0,0.209965006,6000,28,0,1,0,0,4,68,10,36,85,30,600
447,0,0,57,0,0.785229953,6783,8,0,3,0,0,5,3,8,14,62,22,76
448,0,0.243674266,48,0,0.179979778,8900,10,0,1,0,6,3,79,8,92,91,87,118
449,0,0.9999999,40,1,0.19170579,3833,3,2,0,0,2,1,48,19,4,2,76,232
450,0,0,23,0,0,3500,1,0,0,0,1,3,27,17,61,49,41,557
451,0,0.028910707,52,0,0.013543599,5389,7,0,0,0,2,4,46,4,38,38,23,716
452,0,0.03423863,48,0,2045,NA,3,0,1,0,0,1,20,0,53,53,8,750
453,0,0.50329934,55,0,0.454057468,3166,5,0,2,0,0,8,54,2,75,27,34,287
454,0,0.799981673,61,3,0.671076012,5064,19,0,3,1,0,8,29,7,89,99,5,82
455,0,0.069987933,33,0,0.114004783,3762,7,0,0,0,0,9,12,9,64,98,53,610
456,0,0.067901335,69,0,0.065493451,10000,5,0,1,0,0,1,5,0,50,89,0,933
457,0,0.740635161,39,0,0.432010059,5566,7,0,1,0,0,0,0,16,73,35,38,270
458,0,0.023382944,84,0,0.00912845,4600,6,0,0,0,0,5,98,10,89,66,62,350
459,0,0.9999999,32,2,0.095584668,2060,1,0,0,0,0,5,54,4,2,58,17,107
460,0,0.003625197,78,0,726,NA,8,0,1,0,NA,7,65,11,76,26,75,379
461,0,0.092287617,61,0,0.229436075,7500,23,0,2,0,2,6,60,1,1,99,18,187
462,0,0,37,0,0.177007047,7236,5,0,1,0,3,5,80,12,65,42,23,827
463,0,0.9999999,33,1,0.257707218,5416,2,2,1,0,1,5,42,0,88,44,10,151
464,0,0.057867667,81,0,0.145685279,3939,13,0,0,0,0,1,77,4,9,29,49,620
465,0,0.07807727,60,0,0.566105156,3917,14,0,1,0,2,5,61,6,91,18,72,316
466,0,0.201943642,46,0,0.394460554,10000,15,0,2,0,3,7,52,5,42,46,94,947
467,0,0.077958915,57,0,0.053530226,6500,19,0,0,0,0,2,1,6,63,85,30,979
468,0,0.205676486,57,0,0.130309575,8333,8,0,1,0,0,2,26,3,33,15,1,728
469,1,0.9999999,32,0,0.006731051,3416,1,0,0,0,3,6,58,10,22,34,67,746
470,1,0.57985084,42,0,0.594224361,2700,8,0,0,0,0,2,46,0,7,80,8,469
471,0,0.073393457,38,1,0.384761524,10000,9,0,2,0,0,6,3,3,44,16,46,772
472,0,0.079178219,82,0,0.176964607,5000,3,0,1,0,0,4,41,3,83,64,73,681
473,0,0.073123172,33,0,0.216405216,5290,9,0,0,0,0,7,30,4,35,96,91,439
474,0,0.745173448,68,0,0.168767792,4917,4,0,1,0,0,7,23,0,40,70,19,256
475,0,0.10088331,52,1,0.280494456,5500,6,1,1,0,2,1,65,8,10,57,17,207
476,0,0.347665233,46,0,0.041583367,2500,1,0,0,0,1,1,57,5,72,87,3,773
477,0,0.102031508,66,0,90,NA,4,0,0,0,0,0,7,3,39,12,63,549
478,0,0.354125994,57,0,0.558762411,4330,4,0,1,0,0,1,94,15,68,84,12,331
479,0,0.029643294,50,0,0.399106478,9400,15,3,4,0,0,0,57,2,40,96,83,809
480,0,0.540204354,34,0,0.034395414,7500,3,1,0,0,0,3,0,17,1,8,84,980
481,0,0.640927271,53,4,0.52409692,11266,17,0,2,0,3,5,27,0,28,41,38,193
482,0,0.058271403,76,0,0.374304267,4311,7,0,1,0,0,3,36,5,42,54,62,414
483,0,0.719305764,64,0,0.186225718,6228,5,0,1,0,0,4,12,15,89,34,71,862
484,0,0.045017363,72,0,0.020763907,3900,8,0,0,0,0,5,85,11,43,22,61,709
485,0,0.35592819,48,0,0.478090767,7667,17,0,2,0,0,2,28,0,80,55,84,232
486,0,0.57762185,71,1,0.4925,6399,14,0,2,0,1,6,22,0,72,66,76,741
487,0,0.015054291,59,0,929,NA,11,0,1,0,2,4,24,0,91,35,31,447
488,0,0.320593837,53,0,1.114622389,5600,14,0,1,0,1,5,53,12,48,44,57,368
489,0,0.047587303,34,0,997,NA,4,0,0,0,NA,4,1,16,56,76,13,782
490,0,0.173428408,51,1,0.086269282,5250,11,0,0,0,0,3,47,19,10,31,32,355
491,0,0.401789055,55,0,0.412779302,2550,11,0,0,0,0,9,49,0,20,35,35,436
492,0,0.301152442,46,0,0.254661625,7668,10,0,1,0,3,8,45,12,27,61,97,505
493,0,0,27,2,0.229139073,2264,5,2,0,1,0,1,63,13,89,79,87,441
494,0,0.067512585,43,0,0.44723563,9115,4,0,2,0,0,2,52,8,6,10,82,719
495,0,0,75,0,0.205971968,1640,4,0,0,0,1,4,12,15,57,37,94,401
496,0,0.993335555,31,0,0.068227425,4484,6,0,0,0,1,1,20,18,10,5,69,400
497,0,0.138793584,43,0,0.384074741,11666,9,0,5,0,0,7,32,6,44,16,8,965
498,0,0.193584801,51,0,0.532754538,3800,13,0,2,0,0,7,48,14,59,50,71,968
499,0,0.001124859,28,1,0.057990335,6000,8,1,0,0,0,9,1,9,33,74,24,355
500,0,0.485558448,51,0,0.09963548,6583,5,0,0,0,0,9,74,18,51,81,30,275
501,0,0.979521555,55,1,0.467850417,7433,11,0,2,2,0,6,23,17,38,36,86,618
502,0,0.090641506,69,0,0.016683267,4015,2,0,0,0,0,5,81,9,72,99,83,680
503,0,0.38480769,42,0,0.533099636,7416,5,0,1,0,3,4,11,16,8,86,74,518
504,0,0.183676155,33,0,0.660528423,2497,9,0,1,0,0,4,1,16,64,40,95,311
505,0,0.018124667,60,0,0.023181455,1250,4,0,0,0,1,3,90,10,89,36,13,614
506,1,0.9999999,54,0,0.228402866,2372,2,0,0,1,0,9,9,0,44,17,25,458
507,0,0.290320472,48,0,0.262848568,7996,7,0,1,0,3,8,21,17,21,68,75,724
508,0,0.052161271,49,0,0.067629397,6993,5,0,0,0,1,1,84,18,87,14,1,55
509,0,0.9999999,73,0,8500,0,2,0,0,0,0,3,48,10,35,53,87,511
510,0,0.9999999,91,0,0,NA,3,0,0,0,NA,0,58,17,79,45,8,367
511,0,0.412657703,66,1,0.195074372,4100,7,1,0,0,0,4,44,8,24,39,60,792
512,0,0.091201293,49,1,0.568886223,5000,15,0,2,0,0,7,59,1,60,33,92,735
513,0,0.500234532,46,0,0.278025952,4700,10,0,1,0,1,2,85,11,54,10,8,797
514,1,0.913140498,37,2,1.620344914,4000,16,0,3,0,1,5,67,3,23,75,56,823
515,0,0.056390008,54,0,2126,NA,8,0,1,0,0,2,98,4,29,98,88,85
516,0,0.611388611,22,0,0.347066167,800,4,0,0,0,0,3,7,12,18,34,80,383
517,0,0.065630892,31,0,0.162635688,5250,10,0,0,0,0,5,93,2,90,8,31,132
518,0,0.499666889,39,0,0.450171821,3200,8,0,1,0,0,3,45,8,68,92,32,493
519,0,0.9999999,56,0,7,NA,1,0,0,0,0,6,14,18,16,54,20,557
520,0,0.289470539,44,0,0.4825614,8916,17,0,2,0,1,2,31,0,15,70,61,6
521,1,0.814154511,50,1,0.297139683,3600,8,0,1,1,1,2,84,1,55,92,75,348
522,0,0.016406971,55,0,0.001785714,5599,3,0,0,0,2,0,37,17,48,81,88,531
523,0,0.078497383,52,0,0.207274054,8220,5,0,1,0,3,1,9,17,4,74,48,18
524,0,0.029692431,58,2,0.287187752,6204,19,0,1,0,0,5,3,10,93,93,59,67
525,0,0.01255887,62,0,0.044762033,7416,5,0,0,0,0,3,93,8,24,16,29,30
526,0,0.062093267,42,0,0.230261579,8333,6,0,1,0,4,8,67,12,51,25,77,601
527,0,0.074201053,47,0,1215,NA,4,0,1,0,NA,5,7,11,95,36,5,229
528,0,0.551889862,42,1,0.790613718,3600,18,0,2,0,1,2,53,5,79,85,22,899
529,1,0.640058527,39,0,0.055984556,9841,9,0,0,0,2,8,60,14,16,34,81,498
530,0,0.581815774,45,0,0.724784402,8000,11,0,2,0,0,9,77,4,83,7,93,987
531,0,0,82,0,0,NA,3,0,0,0,0,5,97,7,1,50,21,654
532,0,0,64,0,3819,NA,3,0,2,0,NA,0,71,10,7,57,67,175
533,0,0.312068793,55,1,0.127071823,1266,5,0,0,0,0,8,48,8,10,71,96,759
534,0,0.266371179,58,0,0.498488489,12900,12,0,1,0,2,6,78,0,61,25,94,632
535,0,0.040186458,35,0,0.300839136,5600,8,0,2,0,1,0,90,6,98,75,49,500
536,0,0.749602291,62,0,7963,NA,7,0,2,0,3,7,68,10,73,76,19,909
537,1,0.955545894,52,1,0.524949909,10480,11,0,3,0,1,6,48,3,94,24,80,889
538,0,0.086635409,40,0,887,0,8,0,1,0,1,5,23,14,58,11,85,849
539,0,0.212768452,57,0,2301,NA,17,0,2,0,0,7,78,17,82,71,84,421
540,0,0.9543957,45,2,0.4842141,8836,10,0,1,0,1,0,22,15,24,14,53,182
541,0,0.188256123,27,0,0.881825173,3900,6,0,1,0,1,7,64,4,35,7,31,323
542,0,1.245847176,24,1,499,NA,4,1,0,0,NA,4,39,0,11,99,47,226
543,0,0.014049887,37,0,0.674399608,6120,9,0,1,0,0,1,17,11,13,79,64,945
544,0,0.329609837,36,0,0.437743191,3597,16,0,2,0,2,3,4,3,86,31,35,672
545,0,0.484099985,40,0,0.423251505,10794,9,0,2,0,2,7,8,12,77,64,23,221
546,0,0,86,0,2,NA,9,0,0,0,0,6,39,3,56,5,97,825
547,0,0.035113768,56,0,87,NA,11,0,0,0,0,6,90,8,0,6,2,522
548,0,0.084826988,59,0,0.53418212,3612,9,0,2,0,0,5,12,15,66,57,39,535
549,0,0.9999999,40,0,0.60616581,7200,6,0,3,0,0,6,45,19,36,43,63,543
550,0,0.152250785,49,0,0.030774358,9000,3,0,0,0,0,5,85,14,98,12,66,554
551,0,0.2128856,66,0,0.351891786,5100,10,0,1,0,0,0,35,14,62,40,11,994
552,0,0.9999999,63,3,0.200843235,5217,5,0,1,1,4,6,98,6,57,55,46,289
553,0,0.9999999,45,0,461,NA,2,0,0,0,0,6,65,0,98,56,27,306
554,0,0,30,0,0,4700,1,0,0,0,1,3,77,15,14,48,80,59
555,0,0.576284725,36,0,0.785404865,3000,10,0,1,0,1,8,72,14,54,95,27,273
556,0,0.408215982,39,0,677,NA,4,0,0,0,2,5,90,18,63,70,52,899
557,0,0,27,0,0,4500,5,0,0,0,0,0,41,18,24,96,24,339
558,0,0.10680013,44,3,0.747375437,6000,8,0,3,0,2,9,22,4,58,72,1,645
559,0,0.004552998,34,0,3,NA,2,0,0,0,0,0,43,1,80,38,32,943
560,0,0.277436128,59,0,0.388566694,3620,8,0,1,0,1,8,19,17,34,9,17,142
561,0,0.285342534,38,0,0.08951092,3250,4,0,0,0,3,9,8,18,57,28,97,116
562,0,0.162077194,38,0,0.024885359,70000,6,0,1,0,2,5,37,12,18,51,20,708
563,0,0.57073821,39,0,1314,NA,5,2,2,0,0,3,6,4,93,20,57,356
564,0,0.622524722,43,0,0.353883732,10234,8,0,1,0,0,5,48,0,16,1,32,433
565,0,0.113165062,57,0,3169,NA,16,0,1,0,3,2,54,12,90,46,81,403
566,0,0,75,0,0.527431421,801,4,0,1,0,0,9,28,3,98,35,47,589
567,0,0.732711215,29,0,0.338531127,8400,10,0,1,0,0,1,11,1,95,42,96,610
568,0,0.486651335,55,0,0.324741695,9000,10,0,2,0,0,3,1,12,28,84,60,261
569,0,0.584844623,60,0,0.293637575,6003,11,0,1,0,0,9,40,19,26,32,71,944
570,0,0.875440658,37,0,0.437717467,1436,5,0,0,0,1,0,25,13,63,51,39,8
571,0,0.043861767,69,0,0.064119265,6908,7,0,1,0,0,8,2,17,0,58,77,776
572,0,0.03929607,48,0,0.480393478,7420,10,0,2,0,0,2,16,11,69,27,88,392
573,1,0.339503567,89,1,0.549380248,2500,9,3,0,1,0,7,38,1,44,50,59,246
574,0,0.064835195,56,2,0.197624587,8166,10,0,1,0,0,5,88,19,43,90,59,936
575,0,0.008684579,75,0,0.0013269,8289,5,0,0,0,0,8,84,18,21,31,33,858
576,0,0.9999999,55,1,0.138721351,4144,1,0,0,0,0,4,84,7,16,38,95,829
577,0,0.503587987,63,0,1.308922769,4000,16,0,1,0,0,0,18,0,61,4,87,894
578,0,0.000309046,49,0,562,NA,10,0,1,0,NA,2,4,5,22,62,14,1
579,0,0.697812691,31,0,0.236980252,12000,10,0,0,0,1,7,46,16,75,15,87,322
580,0,0.650432993,61,0,0.368063194,10000,10,0,1,0,1,9,86,12,40,58,80,90
581,0,0.30248201,46,0,0.348057208,7900,12,0,1,0,2,7,28,4,91,43,59,835
582,0,0.9999999,40,0,0.185755935,2400,1,2,0,0,0,4,53,7,62,58,29,382
583,0,0.159116246,91,0,0.184123484,1813,6,0,0,0,0,2,96,4,47,30,13,899
584,0,0.768537191,46,0,2568,NA,5,0,0,0,0,2,65,8,89,42,95,321
585,0,0.155644438,56,0,0.336831584,2000,5,0,1,0,0,5,94,18,17,76,26,658
586,0,0.836294011,29,3,0.260170076,4350,8,0,1,0,1,7,64,0,84,64,88,253
587,0,0.293041811,45,0,0.373940678,3775,5,0,1,0,3,5,0,18,54,65,20,93
588,0,0.9999999,49,1,0.098937721,4800,1,0,0,0,4,1,84,15,28,82,33,863
589,0,0.271898248,64,0,556,NA,3,0,1,0,NA,2,37,5,30,85,56,273
